Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
311X90,500,int64,55.796,12.59904186,20,48,57,65,86,59,69,58,68,56,37,32,30,27,22,352,0,
311X91,500,int64,55.824,12.58673412,20,48,57.5,65,86,59,69,58,68,55,37,32,31,27,22,351,0,
311X92,500,int64,55.796,12.59904186,20,48,57,65,86,59,69,58,68,56,37,32,30,27,22,352,0,
311X94,500,float64,0.073844,0.001251718,0.072,0.073,0.074,0.074,0.09,0.074,0.073,0.076,0.075,0.072,234,186,39,20,15,6,0,
311X95,500,int64,119.232,0.599077447,118,119,119,120,120,119,120,118,,,294,161,45,,,0,0,
311X96,500,int64,119.576,0.518422148,119,119,120,120,122,120,119,121,122,,279,217,3,1,,0,0,
311X97,500,int64,118.862,0.428161938,117,119,119,119,120,119,118,117,120,,426,58,9,7,,0,0,
311X103,500,float64,0.000165448,4.12E-05,8.10E-05,0.00013,0.00016,0.0002,0.00036,0.00013,0.00015,0.00014,0.00016,0.00012,55,51,50,45,43,256,0,
311X104,500,float64,0.000116784,3.05E-05,1.00E-10,9.90E-05,0.00012,0.00014,0.00026,0.00014,0.00015,0.00013,0.00012,0.00011,75,66,65,62,55,177,0,
311X105,500,float64,0.000269222,0.000163741,9.30E-05,0.00016,0.00023,0.00031,0.0013,0.00016,0.00015,0.00017,0.00018,0.00014,42,36,35,28,23,336,0,
311X114,500,float64,0.40374,0.036961395,0.33,0.37,0.405,0.42,0.65,0.41,0.42,0.4,0.36,0.37,88,81,71,63,55,142,0,
311X115,500,float64,0.28896,0.034393083,0.17,0.26,0.29,0.31,0.42,0.26,0.31,0.27,0.3,0.32,72,64,62,58,48,196,0,
311X116,500,float64,0.49894,0.22107561,0.37,0.4,0.44,0.46,1.6,0.45,0.44,0.39,0.38,0.43,87,79,64,43,34,193,0,
311X117,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,
311X118,500,int64,6.398,23.38429487,1,1,3,4,351,3,1,4,2,9,152,136,97,79,3,33,0,
311X128,500,int64,1.986,0.117608092,1,2,2,2,2,2,1,,,,493,7,,,,0,0,"'311X128',"
311X134,500,float64,22.4294,0.246976993,22.4,22.4,22.4,22.4,24.5,22.4,24.5,,,,493,7,,,,0,0,"'311X134',"
311X139,500,int64,13135.736,6234.833994,212,9169.75,12556.5,18972.75,23196,11081,958,11802,19455,1102,2,2,2,1,1,492,0,
311X143,500,int64,46662.852,22030.63523,17766,25184.75,66269,67856.25,71013,67316,66559,26971,24899,25925,2,1,1,1,1,494,0,
311X144,500,int64,44.052,0.318589074,44,44,44,44,46,44,46,,,,487,13,,,,0,0,"'311X144',"
311X145,500,int64,3788.922,575.4770365,2447,3399.75,3773.5,4146.25,5120,3528,4026,4045,3869,4039,5,4,4,3,3,481,0,
311X146,500,int64,3738.716,569.6245638,2412,3351.75,3732,4088,5049,3814,3168,2908,3964,3459,4,3,3,3,3,484,0,
311X147,500,int64,3668.232,554.4061097,2375,3295.25,3652.5,4006.75,4957,3911,4014,2862,3201,3893,3,3,3,3,3,485,0,
311X148,500,int64,3821.382,575.8708836,2478,3433.75,3801.5,4176,5160,3531,3486,4754,3773,3895,3,3,3,3,3,485,0,
311X149,500,int64,3827.148,578.9025916,2478,3434.75,3811.5,4183.25,5166,3806,3773,3539,3493,3897,4,3,3,3,3,484,0,
311X150,500,int64,3675.204,554.3943295,2382,3300.75,3657,4016,4960,3918,3747,3716,2869,3912,4,3,3,3,3,484,0,
311X151,500,int64,3739.776,568.4209449,2415,3353,3738.5,4086,5046,4014,3805,3945,3810,3782,4,4,4,3,3,482,0,
311X152,500,int64,3792.426,577.1251749,2447,3400.5,3783.5,4147,5121,4194,2906,3528,3862,4074,3,3,3,3,3,485,0,
311X154,500,int64,367.622,402.6061432,0,0,278,548,1687,0,343,344,249,342,178,8,7,7,6,294,0,
311X155,500,int64,45.444,2.399662635,45,45,45,45,70,45,47,46,52,51,471,5,4,3,2,15,0,
311X156,500,int64,11.39,0.492325877,11,11,11,12,13,11,12,13,,,306,193,1,,,0,0,
311X157,500,int64,79.58,122.6935655,0,2,2,124.25,427,2,0,120,108,119,255,67,6,5,5,162,0,
311X158,500,int64,45.726,4.08415041,45,45,45,45,81,45,50,46,76,74,475,3,3,2,2,15,0,"'311X158',"
311X159,500,int64,11.22,0.414661172,11,11,11,11,12,11,12,,,,390,110,,,,0,0,
311X160,500,int64,92.842,3.151650647,86,90,93,95,99,91,95,94,89,96,66,60,51,51,48,224,0,
311X161,500,float64,0.2948,0.005952383,0.26,0.29,0.29,0.3,0.31,0.29,0.3,0.31,0.26,,276,203,20,1,,0,0,
311X162,500,float64,0.3,0.005836792,0.26,0.3,0.3,0.3,0.32,0.3,0.29,0.31,0.32,0.26,354,72,70,3,1,0,0,
311X163,500,float64,0.2948,0.005952383,0.26,0.29,0.29,0.3,0.31,0.29,0.3,0.31,0.26,,276,203,20,1,,0,0,
311X164,500,int64,56.684,12.91765752,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
311X165,500,int64,56.686,12.91871473,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
311X166,500,int64,56.684,12.91765752,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
311X168,500,int64,50.644,10.53200409,21,43,51,58,77,52,62,51,49,61,38,31,31,27,26,347,0,
311X169,500,int64,50.644,10.53200409,21,43,51,58,77,52,62,51,49,61,38,31,31,27,26,347,0,
311X170,500,int64,50.676,10.52923328,21,43,51,58,77,52,62,49,51,61,40,31,29,28,27,345,0,
311X171,500,int64,52.16,11.49794789,21,44.75,54,60,81,64,55,52,54,47,48,40,30,27,19,336,0,
311X172,500,int64,52.16,11.49794789,21,44.75,54,60,81,64,55,52,54,47,48,40,30,27,19,336,0,
311X173,500,int64,52.202,11.50120652,21,44.75,54,60,81,64,55,52,54,47,44,42,29,25,19,341,0,
311X174,500,int64,52.92,11.09593798,20,46,53.5,61,79,54,64,52,63,53,46,31,29,27,24,343,0,
311X175,500,int64,52.928,11.0921995,20,46,54,61,79,54,64,52,63,53,47,31,28,27,24,343,0,
311X176,500,int64,52.92,11.09593798,20,46,53.5,61,79,54,64,52,63,53,46,31,29,27,24,343,0,
311X178,500,int64,55.81,12.58660977,20,48,57,65,86,59,69,58,68,55,37,32,30,27,22,352,0,
311X179,500,int64,55.814,12.58873928,20,48,57,65,86,59,69,58,68,55,38,32,29,27,22,352,0,
311X180,500,int64,55.81,12.58660977,20,48,57,65,86,59,69,58,68,55,37,32,30,27,22,352,0,
311X182,500,float64,0.073846,0.001027812,0.072,0.073,0.074,0.074,0.079,0.074,0.073,0.076,0.075,0.072,252,171,38,17,15,7,0,
311X183,500,int64,119.388,0.578034816,118,119,119,120,120,119,120,118,,,258,218,24,,,0,0,
311X184,500,int64,119.508,0.504425306,119,119,120,120,121,120,119,121,,,252,247,1,,,0,0,
311X185,500,int64,119.2,0.540911426,117,119,119,120,120,119,120,118,117,,340,131,27,2,,0,0,
311X191,500,float64,0.000128302,1.94E-05,7.70E-05,0.00011,0.00013,0.00014,0.00025,0.00014,0.00013,0.00015,0.00012,0.00011,118,96,77,68,59,82,0,
311X192,500,float64,0.000125338,1.92E-05,7.50E-05,0.00011,0.00013,0.00014,0.00024,0.00014,0.00013,0.00012,0.00011,0.00015,116,105,75,60,50,94,0,
311X193,500,float64,0.000132046,2.01E-05,7.80E-05,0.00012,0.00014,0.00015,0.00026,0.00014,0.00015,0.00013,0.00012,0.00011,114,96,74,71,51,94,0,
311X202,500,float64,0.39576,0.018727623,0.37,0.37,0.41,0.41,0.42,0.41,0.37,0.4,0.42,0.38,243,152,47,29,28,1,0,
311X203,500,float64,0.39546,0.018511449,0.37,0.37,0.41,0.41,0.42,0.41,0.37,0.4,0.38,0.42,250,153,49,27,19,2,0,
311X204,500,float64,0.3971,0.019092382,0.37,0.37,0.41,0.41,0.42,0.41,0.37,0.42,0.38,0.4,241,136,55,44,24,0,0,
311X205,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,
311X206,500,int64,6.452,23.37666857,1,1.75,3,4,351,3,1,4,2,29,151,125,102,84,3,35,0,
311X217,500,float64,106.8706,2.446124013,102.7,104.5,106.5,109,111.9,103.9,108.9,110.3,104.3,106.1,17,14,14,14,13,428,0,
311X218,500,float64,111.6874,2.239386287,107.6,109.6,111,113.9,115.3,109.6,109.3,113.9,110.8,108.9,23,20,17,15,15,410,0,
311X219,500,float64,100.0914,2.793096636,93.2,97.875,100.3,102.125,106.3,102.4,101,100.8,101.6,101.9,15,11,11,10,10,443,0,
311X220,500,float64,50.9606,0.049320432,50.8,50.9,51,51,51,51,50.9,50.8,,,304,195,1,,,0,0,
311X221,500,float64,51.0006,0.016129486,50.9,51,51,51,51.2,51,50.9,51.2,51.1,,493,3,2,2,,0,0,"'311X221',"
311X222,500,float64,50.9382,0.083274421,50.2,50.9,50.9,51,51,51,50.9,50.7,50.6,50.8,241,240,7,5,4,3,0,
311X224,500,int64,477.186,12.3612704,453,466,479,489,498,467,492,490,482,470,34,30,25,22,20,369,0,
311X225,500,int64,509.19,15.51009433,478,497,508,522,548,506,496,528,526,509,21,17,16,16,15,415,0,
261X226,500,int64,455.97,10.6489389,435,446,459,466,475,468,461,446,467,466,45,35,32,29,28,331,0,
261X227,500,float64,98.6506,1.585006034,94.3,97.3,98.4,99.9,102.4,97,97.3,97.2,97.1,99.9,24,19,18,18,15,406,0,
261X228,500,float64,102.7276,1.615393833,98.1,101.4,102.4,104.3,106.2,101.2,101.5,101.6,101.4,100.9,23,20,20,19,18,400,0,
261X229,500,float64,92.8086,1.72625199,88.9,91.5,92.8,94.2,97.1,92.4,92.8,92.7,91.5,92.9,19,16,15,14,13,423,0,
261X230,500,float64,48.9646,0.048698903,48.9,48.9,49,49,49.1,49,48.9,49.1,,,319,179,2,,,0,0,
261X231,500,float64,49.0304,0.079551851,48.9,49,49.1,49.1,49.1,49.1,49,48.9,,,257,138,105,,,0,0,
261X232,500,float64,48.9534,0.067361079,48.8,48.9,49,49,49,49,48.9,48.8,,,318,131,51,,,0,0,
261X234,500,int64,497.208,8.438907887,478,490,498,504,516,507,502,496,504,506,34,28,25,24,22,367,0,
261X235,500,int64,528.22,9.866828701,504,521,528,536,553,527,531,530,538,528,27,27,27,26,23,370,0,
261X236,500,int64,477.024,8.061849094,461,469,478,485,495,486,478,465,485,467,52,36,34,31,29,318,0,
261X237,500,float64,95.863,1.871142257,91.5,94.1,96.1,97.2,100.1,93.4,96.9,94.5,96.7,93.7,17,17,14,14,14,424,0,
261X238,500,float64,100.929,2.008084612,97.7,99,100.4,102.9,104.8,98.5,98.7,99,102.9,98.4,26,20,19,19,18,398,0,
261X239,500,float64,88.506,2.279674941,82.7,86.875,88.75,90.1,93.9,90,89.7,89.5,87.1,89.2,17,16,16,14,13,424,0,
261X240,500,float64,48.988,0.040239762,48.9,49,49,49,49.1,49,48.9,49.1,,,412,74,14,,,0,0,
261X241,500,float64,49.053,0.051539428,48.9,49,49.1,49.1,49.1,49.1,49,48.9,,,269,227,4,,,0,0,
261X242,500,float64,48.9532,0.052299431,48.9,48.9,49,49,49.1,49,48.9,49.1,,,254,240,6,,,0,0,
261X244,500,int64,511.33,10.58476142,489,503,510,521,537,503,519,511,507,502,24,22,21,19,19,395,0,
261X245,500,int64,553.122,14.88900537,521,542,551,564,593,545,543,542,539,574,29,22,21,18,16,394,0,
261X246,500,int64,484.652,10.10262451,466,475,487,494,501,475,497,494,496,474,41,36,36,30,29,328,0,
261X247,500,float64,98.7652,1.53229397,94.7,97.5,98.9,99.9,102.5,99.3,100,99.6,99.9,99.8,21,17,15,14,14,419,0,
261X248,500,float64,104.366,1.810790414,100.9,102.6,104.1,106.025,107.9,106,102.1,106.6,102.2,106.3,23,22,20,20,19,396,0,
261X249,500,float64,90.6112,2.109011717,83.8,89.2,90.7,92.3,95.3,89.2,89.5,91.1,93.4,89.6,15,14,14,13,13,431,0,
261X250,500,float64,50.9426,0.049498892,50.9,50.9,50.9,51,51,50.9,51,,,,287,213,,,,0,0,
261X251,500,float64,50.962,0.06545662,50.9,50.9,51,51,51.1,50.9,51,51.1,,,238,214,48,,,0,0,
261X252,500,float64,50.9246,0.043110986,50.9,50.9,50.9,50.9,51,50.9,51,,,,377,123,,,,0,0,
261X254,500,int64,517.494,8.178002412,499,511,517,524,540,512,514,513,522,510,26,26,24,24,22,378,0,
261X255,500,int64,563.218,13.47492572,536,552,562.5,572,610,560,576,572,554,558,23,21,20,20,19,397,0,
261X256,500,int64,488.604,8.418844213,474,480,490,497,505,480,482,497,499,491,51,48,36,35,29,301,0,
261X257,500,float64,98.6096,2.074095365,93.8,96.7,98.8,100.1,103.5,96,97.1,98.9,99,99.3,13,13,13,12,12,437,0,
261X258,500,float64,104.2094,2.425460236,100.5,101.9,103.3,106.9,108.9,101.4,107.3,101.6,103.3,101.9,20,19,18,17,17,409,0,
261X259,500,float64,90.713,2.311357989,84.4,89.175,90.8,92.3,96.8,91,89.8,89.9,89.4,90.8,18,12,12,12,12,434,0,
261X260,500,float64,51.064,0.048463361,50.9,51,51.1,51.1,51.1,51.1,51,50.9,,,321,178,1,,,0,0,
261X261,500,float64,51.0894,0.031458214,51,51.1,51.1,51.1,51.2,51.1,51,51.2,,,445,54,1,,,0,0,
261X262,500,float64,50.9912,0.075987553,50.9,50.9,51,51,51.1,51,50.9,51.1,,,208,168,124,,,0,0,
261X264,500,int64,518.404,11.24462838,493,511,517,529,546,515,533,514,516,518,23,20,20,20,20,397,0,
261X265,500,int64,562.63,14.70052076,526,552,562,573,605,568,557,552,561,569,26,19,18,18,16,403,0,
261X266,500,int64,489.422,11.62954895,467,476,493,500,508,502,495,500,474,498,47,38,35,35,27,318,0,
261X267,500,float64,95.933,2.288178866,91.3,93.8,95.8,97.9,100.9,93.2,95.8,93.1,96.2,97.7,14,14,14,13,13,432,0,
261X268,500,float64,101.0138,2.323192633,97.5,98.9,100.15,103.7,105.4,98.9,103.8,98.7,98.5,98.3,26,23,22,22,20,387,0,
261X269,500,float64,88.5084,2.873772185,80.6,86.375,88.5,90.5,95.1,86.6,85.6,87.1,90.5,88.4,15,15,11,11,10,438,0,
261X270,500,float64,48.9998,0.007751139,48.9,49,49,49,49.1,49,48.9,49.1,,,497,2,1,,,0,0,"'261X270',"
261X271,500,float64,49.0268,0.044336118,49,49,49,49.1,49.1,49,49.1,,,,366,134,,,,0,0,
261X272,500,float64,48.9496,0.052395903,48.6,48.9,49,49,49,49,48.9,48.6,,,251,248,1,,,0,0,
261X274,500,int64,512.35,12.92833259,486,501,513,524,539,528,529,525,513,521,24,20,20,18,18,400,0,
261X275,500,int64,554.72,18.67702499,515,541.75,555,568.25,609,567,549,574,543,555,25,18,17,17,14,409,0,
261X276,500,int64,485.57,11.67723493,464,472,490,497,503,497,471,498,491,472,51,42,34,33,32,308,0,
261X277,500,float64,102.5016,2.09591583,98.5,100.575,102.4,104.5,106.8,104.5,105.1,102.2,100.6,100,16,14,14,13,12,431,0,
261X278,500,float64,107.1024,2.217681325,103.6,104.875,106.5,109.3,111.6,104.5,104.7,108.8,105,104.8,24,18,17,17,16,408,0,
261X279,500,float64,95.6612,2.276519194,89.5,93.975,95.8,97.2,101.1,95,97,96.6,93.2,97.5,17,14,14,13,12,430,0,
261X280,500,float64,50.955,0.050597631,50.9,50.9,51,51,51.1,51,50.9,51.1,,,271,227,2,,,0,0,
261X281,500,float64,51.011,0.032574871,50.9,51,51,51,51.1,51,51.1,50.9,,,441,57,2,,,0,0,
261X282,500,float64,50.9166,0.044139967,50.8,50.9,50.9,50.9,51,50.9,51,50.8,,,389,97,14,,,0,0,
261X284,500,int64,498.542,9.923971302,478,490,498,508,519,511,485,492,507,499,24,23,22,22,21,388,0,
261X285,500,int64,533.776,12.63412309,504,525,533,543,570,526,539,527,525,528,25,22,19,18,18,398,0,
261X286,500,int64,476.486,9.511611088,459,467,479,486,493,488,486,465,479,487,38,38,37,35,33,319,0,
261X287,500,float64,107.118,2.724217083,102.6,104.4,106.6,109.5,112.3,104,103.8,110.5,106.2,108.9,17,17,14,12,12,428,0,
261X288,500,float64,111.3948,2.70503371,106.9,108.6,110.8,114,115.5,108.4,108.2,115.2,110.8,113.9,18,17,16,15,14,420,0,
261X289,500,float64,100.7126,2.416771153,93.4,98.8,100.8,102.2,106.4,98.9,98.5,102.1,101.2,101.9,15,14,14,13,13,431,0,
261X290,500,float64,50.9498,0.053156479,50.8,50.9,50.9,51,51.1,50.9,51,51.1,50.8,,256,236,7,1,,0,0,
261X291,500,float64,51.0076,0.075323218,50.9,51,51,51.1,51.3,51,51.1,50.9,51.2,51.3,228,150,119,2,1,0,0,
261X292,500,float64,50.907,0.079647268,50,50.9,50.9,50.9,51,50.9,51,50.7,50.8,50.5,391,90,7,4,3,5,0,
261X294,500,int64,476.654,11.47264255,454,467,478,488,497,491,479,490,469,462,28,28,25,23,23,373,0,
261X295,500,int64,506.594,11.71031284,480,499,506,515,545,515,501,502,508,523,26,25,22,20,19,388,0,
261X296,500,int64,457.89,10.65668945,435,448,460,469,476,471,469,450,449,461,42,33,31,28,25,341,0,
261X315,500,int64,13137.246,6234.811449,212,9171,12558,18973.75,23198,13774,11803,11081,10087,13814,2,2,2,2,2,490,0,
261X318,500,int64,0.002,0.04472136,0,0,0,0,1,0,1,,,,499,1,,,,0,0,"'261X318',"
261X319,500,int64,0.002,0.04472136,0,0,0,0,1,0,1,,,,499,1,,,,0,0,"'261X319',"
261X321,500,int64,0.008,0.141336308,0,0,0,0,3,0,3,1,,,498,1,1,,,0,0,"'261X321',"
261X322,500,int64,0.004,0.063182149,0,0,0,0,1,0,1,,,,498,2,,,,0,0,"'261X322',"
261X323,500,int64,0.002,0.04472136,0,0,0,0,1,0,1,,,,499,1,,,,0,0,"'261X323',"
261X324,500,int64,13.276,0.447464467,13,13,13,14,14,13,14,,,,362,138,,,,0,0,
261X326,500,float64,13.0766,0.16902538,12.9,12.9,13.1,13.1,13.6,13.1,12.9,13.3,13.4,13.6,230,179,58,20,13,0,0,
261X327,500,float64,13.0766,0.16902538,12.9,12.9,13.1,13.1,13.6,13.1,12.9,13.3,13.4,13.6,230,179,58,20,13,0,0,
261X329,500,int64,46662.852,22030.63523,17766,25184.75,66269,67856.25,71013,67316,66559,26971,24899,25925,2,1,1,1,1,494,0,
261X330,500,int64,44.052,0.318589074,44,44,44,44,46,44,46,,,,487,13,,,,0,0,"'261X330',"
261X331,500,int64,3789.14,575.4646815,2447,3400.5,3773.5,4147,5121,4026,4045,3528,3504,3865,4,4,4,3,3,482,0,
261X332,500,int64,3738.878,569.6176187,2412,3351.75,3732,4088,5049,3783,3811,4653,3253,3456,3,3,3,3,3,485,0,
261X333,500,int64,3668.4,554.4202807,2375,3295.5,3652.5,4006.75,4957,4016,3911,2819,3714,3886,5,3,3,3,3,483,0,
261X334,500,int64,3821.582,575.8601715,2478,3434,3801.5,4176.25,5160,3852,3337,3488,3665,3898,3,3,3,3,3,485,0,
261X335,500,int64,3827.338,578.938227,2478,3435.5,3812,4183.25,5167,3806,4056,2940,3900,3349,4,4,3,3,3,483,0,
261X336,500,int64,3675.4,554.4163842,2383,3301,3657,4016.25,4960,3209,3918,3716,3740,2826,4,4,4,3,3,482,0,
261X337,500,int64,3739.98,568.4006881,2415,3353.75,3738.5,4086,5046,4015,4004,3412,3807,2867,4,4,3,3,3,483,0,
261X338,500,int64,3792.602,577.1175903,2447,3400.5,3784,4147,5121,3311,3863,3837,3300,2950,4,3,3,3,3,484,0,
261X340,500,int64,367.636,402.6092596,0,0,278,548,1687,0,343,249,344,237,178,9,7,7,6,293,0,
261X341,500,int64,45.432,2.355519676,45,45,45,45,70,45,47,46,52,64,471,7,4,3,2,13,0,
261X342,500,int64,11.386,0.491413242,11,11,11,12,13,11,12,13,,,308,191,1,,,0,0,
261X343,500,int64,79.59,122.6998141,0,2,2,124.25,427,2,0,120,108,119,255,67,5,5,5,163,0,
261X344,500,int64,45.704,4.008056016,45,45,45,45,81,45,50,74,73,55,477,4,3,2,2,12,0,"'261X344',"
261X345,500,int64,11.276,0.447464467,11,11,11,12,12,11,12,,,,362,138,,,,0,0,
261X346,500,int64,92.838,3.123983763,86,90,93,95,100,95,91,93,94,96,68,61,54,50,48,219,0,
261X347,500,float64,0.28872,0.00389769,0.26,0.29,0.29,0.29,0.3,0.29,0.28,0.3,0.26,,424,68,7,1,,0,0,
261X348,500,float64,0.30154,0.005539836,0.27,0.3,0.3,0.3,0.32,0.3,0.31,0.29,0.32,0.27,349,112,36,2,1,0,0,
261X349,500,float64,0.28872,0.00389769,0.26,0.29,0.29,0.29,0.3,0.29,0.28,0.3,0.26,,424,68,7,1,,0,0,
261X350,500,int64,56.686,12.91871473,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
261X351,500,int64,56.7,12.89956579,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
261X352,500,int64,56.686,12.91871473,20,48,57,67,86,71,58,54,57,55,39,35,23,21,20,362,0,
261X354,500,int64,50.64,10.53224841,21,43,51,58,77,52,62,51,49,61,38,31,31,27,25,348,0,
261X355,500,int64,50.64,10.53224841,21,43,51,58,77,52,62,51,49,61,38,31,31,27,25,348,0,
261X356,500,int64,50.692,10.53275909,21,43,51,58,77,52,62,49,51,61,40,32,28,28,26,346,0,
261X357,500,int64,52.154,11.49445645,21,44.75,54,60,81,64,55,52,54,47,47,40,29,27,19,338,0,
261X358,500,int64,52.154,11.49445645,21,44.75,54,60,81,64,55,52,54,47,47,40,29,27,19,338,0,
261X359,500,int64,52.234,11.49083646,21,45,54,60,81,64,55,52,54,47,43,41,28,25,18,345,0,
261X360,500,int64,52.924,11.09415994,20,46,54,61,79,54,64,52,63,53,47,31,29,27,23,343,0,
261X361,500,int64,52.934,11.09485627,20,46,54,61,79,54,64,52,63,53,47,31,28,27,24,343,0,
261X362,500,int64,52.924,11.09415994,20,46,54,61,79,54,64,52,63,53,47,31,29,27,23,343,0,
261X364,500,int64,55.814,12.5876249,20,48,57,65,86,59,69,58,68,55,37,32,30,27,22,352,0,
261X365,500,int64,55.826,12.59113965,20,48,57,65,86,59,69,58,68,56,39,32,28,27,22,352,0,
261X366,500,int64,55.814,12.5876249,20,48,57,65,86,59,69,58,68,55,37,32,30,27,22,352,0,
261X368,500,float64,0.073496,0.001226782,0.072,0.072,0.074,0.074,0.08,0.074,0.072,0.073,0.075,0.076,218,137,84,30,25,6,0,
261X369,500,int64,119.268,0.587252698,118,119,119,120,120,119,120,118,,,292,171,37,,,0,0,
261X370,500,int64,119.53,0.530719631,119,119,120,120,121,120,119,121,,,249,243,8,,,0,0,
261X371,500,int64,118.904,0.378246137,117,119,119,119,120,119,118,120,117,,427,59,13,1,,0,0,
261X388,500,float64,0.3907,0.017547816,0.36,0.37,0.4,0.4,0.41,0.4,0.37,0.41,0.36,0.39,197,146,115,33,8,1,0,
261X389,500,float64,0.38566,0.018320362,0.36,0.36,0.4,0.4,0.41,0.4,0.36,0.39,0.37,0.41,275,149,37,30,8,1,0,
261X390,500,float64,0.39718,0.01907289,0.37,0.37,0.41,0.41,0.42,0.41,0.37,0.42,0.38,0.4,248,135,53,45,19,0,0,
261X391,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,
261X392,500,int64,6.452,23.37666857,1,1.75,3,4,351,3,1,4,2,29,151,125,102,84,3,35,0,
261X403,500,float64,103.203,2.483672333,99.1,100.8,102.5,105.5,108.1,100.5,100.8,100.9,100.4,100.6,19,15,14,14,13,425,0,
261X404,500,float64,107.714,2.289114258,103.8,105.6,107,109.9,112.3,105,105.5,109.9,107,105.3,18,18,18,17,16,413,0,
261X405,500,float64,97.3188,2.677009398,89.6,94.9,97.7,99.2,102.8,98,99,94,98.7,97.8,15,15,11,10,10,439,0,
261X406,500,float64,48.957,0.049959904,48.8,48.9,49,49,49,49,48.9,48.8,,,286,213,1,,,0,0,
261X407,500,float64,48.9638,0.048106012,48.9,48.9,49,49,49,49,48.9,,,,319,181,,,,0,0,
261X408,500,float64,48.928,0.077898243,48.8,48.9,48.9,49,49,49,48.9,48.8,,,241,158,101,,,0,0,
261X410,500,int64,474.658,13.08049061,451,462,479,487,497,489,487,490,488,491,29,27,25,22,21,376,0,
261X411,500,int64,502.884,15.35715561,474,491,500,517,548,497,498,493,519,483,21,21,20,19,17,402,0,
261X412,500,int64,454.084,11.21894261,434,443,458,465,473,443,463,465,468,467,38,34,33,31,30,334,0,
261X413,500,float64,98.6672,1.797460957,94,97.1,98.2,100.4,102.2,97.1,96.8,97.2,96.9,96.7,22,21,20,18,18,401,0,
261X414,500,float64,102.366,1.5736062,97.8,100.9,102.1,103.9,105.3,100.8,100.7,104.3,104.1,100.9,28,24,19,19,17,393,0,
261X415,500,float64,93.186,1.754765627,87.6,91.7,93.1,94.625,97.2,93.4,91.7,91.2,91.6,91.5,23,20,19,16,15,407,0,
261X416,500,float64,48.9728,0.060228024,48.9,48.9,49,49,49.1,49,48.9,49.1,,,282,177,41,,,0,0,
261X417,500,float64,49.0266,0.082255528,48.9,49,49.1,49.1,49.1,49.1,49,48.9,,,253,127,120,,,0,0,
261X418,500,float64,48.9632,0.055964489,48.8,48.9,49,49,49.1,49,48.9,48.8,49.1,,312,168,12,8,,0,0,
261X420,500,int64,497.382,9.467382884,479,488,499,506,518,504,508,507,506,509,32,30,28,25,24,361,0,
261X421,500,int64,526.16,9.974034426,503,518,527,534,561,524,527,531,536,538,27,26,26,24,23,374,0,
261X422,500,int64,478.716,7.919139444,464,471,479,486.25,497,488,487,470,478,486,40,38,28,26,26,342,0,
261X423,500,float64,95.7748,2.148617713,90.8,93.8,95.7,97.6,100.2,93.9,93,93.1,95.9,92.8,13,12,12,12,12,439,0,
261X424,500,float64,100.5108,1.941448378,96.8,98.7,100.2,102.4,104.1,98.3,98.1,98.7,102.6,102.4,23,19,19,18,17,404,0,
261X425,500,float64,88.8548,2.395628316,81.6,86.875,89.2,90.6,93.8,90.5,90.6,90,89.5,87,18,13,13,11,11,434,0,
261X426,500,float64,49.0052,0.054211048,48.9,49,49,49,49.1,49,49.1,48.9,,,352,87,61,,,0,0,
261X427,500,float64,49.048,0.056412452,48.9,49,49.1,49.1,49.1,49.1,49,48.9,,,257,226,17,,,0,0,
261X428,500,float64,48.9632,0.0604406,48.9,48.9,49,49,49.1,49,48.9,49.1,,,250,217,33,,,0,0,
261X430,500,int64,512.108,12.03686455,489,502,512,523,542,503,528,502,504,527,25,23,21,19,18,394,0,
261X431,500,int64,551.06,15.52967294,521,539,549,564,601,563,543,539,541,572,21,21,20,20,19,399,0,
261X432,500,int64,486.714,9.934464816,469,477,489,496,506,498,475,479,499,496,37,33,31,31,31,337,0,
261X433,500,float64,98.5768,1.750276749,94,97.1,98.7,99.9,102.5,98.8,96.3,96.1,97.1,98.9,19,14,14,14,13,426,0,
